	G_intestinali_aa	G_muris_aa	G_salmonicida_aa
OG0009047			KAH0575327.1
OG0009048			KAH0575328.1
OG0009049			KAH0575329.1
OG0009050			KAH0575330.1
OG0009051			KAH0575331.1
OG0009052			KAH0575333.1
OG0009053			KAH0575335.1
OG0009054			KAH0575336.1
OG0009055			KAH0575337.1
OG0009056			KAH0575338.1
OG0009057			KAH0575339.1
OG0009058			KAH0575343.1
OG0009059			KAH0575344.1
OG0009060			KAH0575345.1
OG0009061			KAH0575346.1
OG0009062			KAH0575348.1
OG0009063			KAH0575349.1
OG0009064			KAH0575351.1
OG0009065			KAH0575352.1
OG0009066			KAH0575354.1
OG0009067			KAH0575355.1
OG0009068			KAH0575357.1
OG0009069			KAH0575359.1
OG0009070			KAH0575361.1
OG0009071			KAH0575363.1
OG0009072			KAH0575364.1
OG0009073			KAH0575366.1
OG0009074			KAH0575367.1
OG0009075			KAH0575369.1
OG0009076			KAH0575370.1
OG0009077			KAH0575373.1
OG0009078			KAH0575375.1
OG0009079			KAH0575376.1
OG0009080			KAH0575379.1
OG0009081			KAH0575381.1
OG0009082			KAH0575382.1
OG0009083			KAH0575383.1
OG0009084			KAH0575384.1
OG0009085			KAH0575385.1
OG0009086			KAH0575386.1
OG0009087			KAH0575387.1
OG0009088			KAH0575388.1
OG0009089			KAH0575390.1
OG0009090			KAH0575391.1
OG0009091			KAH0575392.1
OG0009092			KAH0575394.1
OG0009093			KAH0575399.1
OG0009094			KAH0575401.1
OG0009095			KAH0575402.1
OG0009096			KAH0575403.1
OG0009097			KAH0575405.1
OG0009098			KAH0575406.1
OG0009099			KAH0575409.1
OG0009100			KAH0575410.1
OG0009101			KAH0575412.1
OG0009102			KAH0575413.1
OG0009103			KAH0575414.1
OG0009104			KAH0575416.1
OG0009105			KAH0575417.1
OG0009106			KAH0575419.1
OG0009107			KAH0575421.1
OG0009108			KAH0575422.1
OG0009109			KAH0575423.1
OG0009110			KAH0575424.1
OG0009111			KAH0575426.1
OG0009112			KAH0575429.1
OG0009113			KAH0575431.1
OG0009114			KAH0575435.1
OG0009115			KAH0575436.1
OG0009116			KAH0575437.1
OG0009117			KAH0575438.1
OG0009118			KAH0575440.1
OG0009119			KAH0575442.1
OG0009120			KAH0575443.1
OG0009121			KAH0575444.1
OG0009122			KAH0575445.1
OG0009123			KAH0575446.1
OG0009124			KAH0575447.1
OG0009125			KAH0575448.1
OG0009126			KAH0575450.1
OG0009127			KAH0575451.1
OG0009128			KAH0575452.1
OG0009129			KAH0575453.1
OG0009130			KAH0575454.1
OG0009131			KAH0575458.1
OG0009132			KAH0575459.1
OG0009133			KAH0575461.1
OG0009134			KAH0575462.1
OG0009135			KAH0575464.1
OG0009136			KAH0575467.1
OG0009137			KAH0575469.1
OG0009138			KAH0575474.1
OG0009139			KAH0575477.1
OG0009140			KAH0575478.1
OG0009141			KAH0575479.1
OG0009142			KAH0575480.1
OG0009143			KAH0575481.1
OG0009144			KAH0575482.1
OG0009145			KAH0575486.1
OG0009146			KAH0575487.1
OG0009147			KAH0575489.1
OG0009148			KAH0575490.1
OG0009149			KAH0575491.1
OG0009150			KAH0575494.1
OG0009151			KAH0575495.1
OG0009152			KAH0575497.1
OG0009153			KAH0575498.1
OG0009154			KAH0575499.1
OG0009155			KAH0575502.1
OG0009156			KAH0575503.1
OG0009157			KAH0575506.1
OG0009158			KAH0575507.1
OG0009159			KAH0575508.1
OG0009160			KAH0575509.1
OG0009161			KAH0575511.1
OG0009162			KAH0575514.1
OG0009163			KAH0575516.1
OG0009164			KAH0575518.1
OG0009165			KAH0575520.1
OG0009166			KAH0575523.1
OG0009167			KAH0575526.1
OG0009168			KAH0575527.1
OG0009169			KAH0575528.1
OG0009170			KAH0575529.1
OG0009171			KAH0575530.1
OG0009172			KAH0575533.1
OG0009173			KAH0575540.1
OG0009174			KAH0575541.1
OG0009175			KAH0575542.1
OG0009176			KAH0575543.1
OG0009177			KAH0575546.1
OG0009178			KAH0575547.1
OG0009179			KAH0575549.1
OG0009180			KAH0575551.1
OG0009181			KAH0575556.1
OG0009182			KAH0575557.1
OG0009183			KAH0575558.1
OG0009184			KAH0575559.1
OG0009185			KAH0575560.1
OG0009186			KAH0575561.1
OG0009187			KAH0575562.1
OG0009188			KAH0575565.1
OG0009189			KAH0575566.1
OG0009190			KAH0575568.1
OG0009191			KAH0575569.1
OG0009192			KAH0575571.1
OG0009193			KAH0575574.1
OG0009194			KAH0575576.1
OG0009195			KAH0575577.1
OG0009196			KAH0575593.1
OG0009197			KAH0575596.1
OG0009198			KAH0575597.1
OG0009199			KAH0575598.1
OG0009200			KAH0575599.1
OG0009201			KAH0575600.1
OG0009202			KAH0575605.1
OG0009203			KAH0575606.1
OG0009204			KAH0575608.1
OG0009205			KAH0575609.1
OG0009206			KAH0575610.1
OG0009207			KAH0575611.1
OG0009208			KAH0575612.1
OG0009209			KAH0575614.1
OG0009210			KAH0575616.1
OG0009211			KAH0575620.1
OG0009212			KAH0575621.1
OG0009213			KAH0575622.1
OG0009214			KAH0575623.1
OG0009215			KAH0575625.1
OG0009216			KAH0575626.1
OG0009217			KAH0575627.1
OG0009218			KAH0575629.1
OG0009219			KAH0575630.1
OG0009220			KAH0575632.1
OG0009221			KAH0575633.1
OG0009222			KAH0575634.1
OG0009223			KAH0575635.1
OG0009224			KAH0575639.1
OG0009225			KAH0575640.1
OG0009226			KAH0575641.1
OG0009227			KAH0575642.1
OG0009228			KAH0575643.1
OG0009229			KAH0575644.1
OG0009230			KAH0575647.1
OG0009231			KAH0575648.1
OG0009232			KAH0575650.1
OG0009233			KAH0575653.1
OG0009234			KAH0575655.1
OG0009235			KAH0575660.1
OG0009236			KAH0575661.1
OG0009237			KAH0575663.1
OG0009238			KAH0575666.1
OG0009239			KAH0575668.1
OG0009240			KAH0575669.1
OG0009241			KAH0575670.1
OG0009242			KAH0575671.1
OG0009243			KAH0575673.1
OG0009244			KAH0575674.1
OG0009245			KAH0575675.1
OG0009246			KAH0575676.1
OG0009247			KAH0575677.1
OG0009248			KAH0575679.1
OG0009249			KAH0575680.1
OG0009250			KAH0575685.1
OG0009251			KAH0575686.1
OG0009252			KAH0575687.1
OG0009253			KAH0575688.1
OG0009254			KAH0575689.1
OG0009255			KAH0575692.1
OG0009256			KAH0575693.1
OG0009257			KAH0575694.1
OG0009258			KAH0575695.1
OG0009259			KAH0575696.1
OG0009260			KAH0575700.1
OG0009261			KAH0575701.1
OG0009262			KAH0575705.1
OG0009263			KAH0575707.1
OG0009264			KAH0575708.1
OG0009265			KAH0575709.1
OG0009266			KAH0575712.1
OG0009267			KAH0575714.1
OG0009268			KAH0575715.1
OG0009269			KAH0575717.1
OG0009270			KAH0575719.1
OG0009271			KAH0575720.1
OG0009272			KAH0575721.1
OG0009273			KAH0575722.1
OG0009274			KAH0575723.1
OG0009275			KAH0575725.1
OG0009276			KAH0575726.1
OG0009277			KAH0575727.1
OG0009278			KAH0575729.1
OG0009279			KAH0575732.1
OG0009280			KAH0575734.1
OG0009281			KAH0575738.1
OG0009282			KAH0575740.1
OG0009283			KAH0575742.1
OG0009284			KAH0575743.1
OG0009285			KAH0575744.1
OG0009286			KAH0575748.1
OG0009287			KAH0575749.1
OG0009288			KAH0575750.1
OG0009289			KAH0575751.1
OG0009290			KAH0575753.1
OG0009291			KAH0575754.1
OG0009292			KAH0575755.1
OG0009293			KAH0575756.1
OG0009294			KAH0575757.1
OG0009295			KAH0575758.1
OG0009296			KAH0575759.1
OG0009297			KAH0575761.1
OG0009298			KAH0575762.1
OG0009299			KAH0575763.1
OG0009300			KAH0575768.1
OG0009301			KAH0575770.1
OG0009302			KAH0575771.1
OG0009303			KAH0575772.1
OG0009304			KAH0575773.1
OG0009305			KAH0575774.1
OG0009306			KAH0575775.1
OG0009307			KAH0575776.1
OG0009308			KAH0575777.1
OG0009309			KAH0575778.1
OG0009310			KAH0575779.1
OG0009311			KAH0575780.1
OG0009312			KAH0575781.1
OG0009313			KAH0575782.1
OG0009314			KAH0575783.1
OG0009315			KAH0575784.1
OG0009316			KAH0575785.1
OG0009317			KAH0575786.1
OG0009318			KAH0575787.1
OG0009319			KAH0575788.1
OG0009320			KAH0575790.1
OG0009321			KAH0575792.1
OG0009322			KAH0575793.1
OG0009323			KAH0575795.1
OG0009324			KAH0575796.1
OG0009325			KAH0575797.1
OG0009326			KAH0575799.1
OG0009327			KAH0575800.1
OG0009328			KAH0575801.1
OG0009329			KAH0575803.1
OG0009330			KAH0575804.1
OG0009331			KAH0575806.1
OG0009332			KAH0575808.1
OG0009333			KAH0575810.1
OG0009334			KAH0575812.1
OG0009335			KAH0575814.1
OG0009336			KAH0575818.1
OG0009337			KAH0575819.1
OG0009338			KAH0575820.1
OG0009339			KAH0575821.1
OG0009340			KAH0575824.1
OG0009341			KAH0575825.1
OG0009342			KAH0575826.1
OG0009343			KAH0575827.1
OG0009344			KAH0575829.1
OG0009345			KAH0575830.1
OG0009346			KAH0575831.1
OG0009347			KAH0575832.1
OG0009348			KAH0575833.1
OG0009349			KAH0575834.1
OG0009350			KAH0575836.1
OG0009351			KAH0575838.1
OG0009352			KAH0575839.1
OG0009353			KAH0575840.1
OG0009354			KAH0575841.1
OG0009355			KAH0575842.1
OG0009356			KAH0575844.1
OG0009357			KAH0575845.1
OG0009358			KAH0575847.1
OG0009359			KAH0575848.1
OG0009360			KAH0575849.1
OG0009361			KAH0575851.1
OG0009362			KAH0575852.1
OG0009363			KAH0575853.1
OG0009364			KAH0575855.1
OG0009365			KAH0575856.1
OG0009366			KAH0575858.1
OG0009367			KAH0575859.1
OG0009368			KAH0575861.1
OG0009369			KAH0575863.1
OG0009370			KAH0575864.1
OG0009371			KAH0575866.1
OG0009372			KAH0575868.1
OG0009373			KAH0575869.1
OG0009374			KAH0575870.1
OG0009375			KAH0575871.1
OG0009376			KAH0575872.1
OG0009377			KAH0575873.1
OG0009378			KAH0575876.1
OG0009379			KAH0575877.1
OG0009380			KAH0575878.1
OG0009381			KAH0575879.1
OG0009382			KAH0575880.1
OG0009383			KAH0575881.1
OG0009384			KAH0575882.1
OG0009385			KAH0575883.1
OG0009386			KAH0575886.1
OG0009387			KAH0575888.1
OG0009388			KAH0575889.1
OG0009389			KAH0575890.1
OG0009390			KAH0575892.1
OG0009391			KAH0575893.1
OG0009392			KAH0575894.1
OG0009393			KAH0575895.1
OG0009394			KAH0575896.1
OG0009395			KAH0575898.1
OG0009396			KAH0575899.1
OG0009397			KAH0575900.1
OG0009398			KAH0575901.1
OG0009399			KAH0575902.1
OG0009400			KAH0575903.1
OG0009401			KAH0575906.1
OG0009402			KAH0575907.1
OG0009403			KAH0575909.1
OG0009404			KAH0575910.1
OG0009405			KAH0575911.1
OG0009406			KAH0575912.1
OG0009407			KAH0575913.1
OG0009408			KAH0575915.1
OG0009409			KAH0575916.1
OG0009410			KAH0575918.1
OG0009411			KAH0575920.1
OG0009412			KAH0575923.1
OG0009413			KAH0575924.1
OG0009414			KAH0575927.1
OG0009415			KAH0575928.1
OG0009416			KAH0575932.1
OG0009417			KAH0575933.1
OG0009418			KAH0575936.1
OG0009419			KAH0575938.1
OG0009420			KAH0575946.1
OG0009421			KAH0575947.1
OG0009422			KAH0575948.1
OG0009423			KAH0575949.1
OG0009424			KAH0575950.1
OG0009425			KAH0575951.1
OG0009426			KAH0575953.1
OG0009427			KAH0575954.1
OG0009428			KAH0575955.1
OG0009429			KAH0575957.1
OG0009430			KAH0575959.1
OG0009431			KAH0575960.1
OG0009432			KAH0575961.1
OG0009433			KAH0575962.1
OG0009434			KAH0575963.1
OG0009435			KAH0575964.1
OG0009436			KAH0575966.1
OG0009437			KAH0575967.1
OG0009438			KAH0575968.1
OG0009439			KAH0575973.1
OG0009440			KAH0575974.1
OG0009441			KAH0575975.1
OG0009442			KAH0575978.1
OG0009443			KAH0575980.1
OG0009444			KAH0575981.1
OG0009445			KAH0575983.1
OG0009446			KAH0575984.1
OG0009447			KAH0575985.1
OG0009448			KAH0575987.1
OG0009449			KAH0575990.1
OG0009450			KAH0575991.1
OG0009451			KAH0575992.1
OG0009452			KAH0575993.1
OG0009453			KAH0575994.1
OG0009454			KAH0575995.1
OG0009455			KAH0575998.1
OG0009456			KAH0575999.1
OG0009457			KAH0576000.1
OG0009458			KAH0576001.1
OG0009459			KAH0576004.1
OG0009460			KAH0576005.1
OG0009461			KAH0576008.1
OG0009462			KAH0576011.1
OG0009463			KAH0576013.1
OG0009464			KAH0576014.1
OG0009465			KAH0576015.1
OG0009466			KAH0576017.1
OG0009467			KAH0576019.1
OG0009468			KAH0576020.1
OG0009469			KAH0576021.1
OG0009470			KAH0576022.1
OG0009471			KAH0576025.1
OG0009472			KAH0576027.1
OG0009473			KAH0576028.1
OG0009474			KAH0576031.1
OG0009475			KAH0576033.1
OG0009476			KAH0576034.1
OG0009477			KAH0576036.1
OG0009478			KAH0576037.1
OG0009479			KAH0576040.1
OG0009480			KAH0576041.1
OG0009481			KAH0576044.1
OG0009482			KAH0576046.1
OG0009483			KAH0576047.1
OG0009484			KAH0576049.1
OG0009485			KAH0576050.1
OG0009486			KAH0576051.1
OG0009487			KAH0576052.1
OG0009488			KAH0576053.1
OG0009489			KAH0576054.1
OG0009490			KAH0576056.1
OG0009491			KAH0576057.1
OG0009492			KAH0576058.1
OG0009493			KAH0576059.1
OG0009494			KAH0576060.1
OG0009495			KAH0576061.1
OG0009496			KAH0576062.1
OG0009497			KAH0576063.1
OG0009498			KAH0576065.1
OG0009499			KAH0576066.1
OG0009500			KAH0576068.1
OG0009501			KAH0576069.1
OG0009502			KAH0576071.1
OG0009503			KAH0576072.1
OG0009504			KAH0576073.1
OG0009505			KAH0576074.1
OG0009506			KAH0576077.1
OG0009507			KAH0576078.1
OG0009508			KAH0576079.1
OG0009509			KAH0576081.1
OG0009510			KAH0576082.1
OG0009511			KAH0576085.1
OG0009512			KAH0576086.1
OG0009513			KAH0576088.1
OG0009514			KAH0576089.1
OG0009515			KAH0576090.1
OG0009516			KAH0576092.1
OG0009517			KAH0576093.1
OG0009518			KAH0576094.1
OG0009519			KAH0576096.1
OG0009520			KAH0576097.1
OG0009521			KAH0576098.1
OG0009522			KAH0576099.1
OG0009523			KAH0576100.1
OG0009524			KAH0576101.1
OG0009525			KAH0576104.1
OG0009526			KAH0576106.1
OG0009527			KAH0576107.1
OG0009528			KAH0576108.1
OG0009529			KAH0576109.1
OG0009530			KAH0576112.1
OG0009531			KAH0576114.1
OG0009532			KAH0576115.1
OG0009533			KAH0576120.1
OG0009534			KAH0576121.1
OG0009535			KAH0576122.1
OG0009536			KAH0576123.1
OG0009537			KAH0576124.1
OG0009538			KAH0576125.1
OG0009539			KAH0576126.1
OG0009540			KAH0576128.1
OG0009541			KAH0576129.1
OG0009542			KAH0576130.1
OG0009543			KAH0576132.1
OG0009544			KAH0576133.1
OG0009545			KAH0576134.1
OG0009546			KAH0576135.1
OG0009547			KAH0576138.1
OG0009548			KAH0576140.1
OG0009549			KAH0576141.1
OG0009550			KAH0576142.1
OG0009551			KAH0576144.1
OG0009552			KAH0576145.1
OG0009553			KAH0576149.1
OG0009554			KAH0576150.1
OG0009555			KAH0576151.1
OG0009556			KAH0576153.1
OG0009557			KAH0576155.1
OG0009558			KAH0576156.1
OG0009559			KAH0576158.1
OG0009560			KAH0576159.1
OG0009561			KAH0576161.1
OG0009562			KAH0576163.1
OG0009563			KAH0576165.1
OG0009564			KAH0576166.1
OG0009565			KAH0576167.1
OG0009566			KAH0576168.1
OG0009567			KAH0576169.1
OG0009568			KAH0576170.1
OG0009569			KAH0576171.1
OG0009570			KAH0576173.1
OG0009571			KAH0576175.1
OG0009572			KAH0576179.1
OG0009573			KAH0576181.1
OG0009574			KAH0576182.1
OG0009575			KAH0576184.1
OG0009576			KAH0576185.1
OG0009577			KAH0576186.1
OG0009578			KAH0576187.1
OG0009579			KAH0576188.1
OG0009580			KAH0576189.1
OG0009581			KAH0576190.1
OG0009582			KAH0576191.1
OG0009583			KAH0576193.1
OG0009584			KAH0576194.1
OG0009585			KAH0576195.1
OG0009586			KAH0576196.1
OG0009587			KAH0576197.1
OG0009588			KAH0576198.1
OG0009589			KAH0576199.1
OG0009590			KAH0576200.1
OG0009591			KAH0576202.1
OG0009592			KAH0576205.1
OG0009593			KAH0576206.1
OG0009594			KAH0576209.1
OG0009595			KAH0576210.1
OG0009596			KAH0576211.1
OG0009597			KAH0576212.1
OG0009598			KAH0576213.1
OG0009599			KAH0576214.1
OG0009600			KAH0576216.1
OG0009601			KAH0576217.1
OG0009602			KAH0576220.1
OG0009603			KAH0576221.1
OG0009604			KAH0576222.1
OG0009605			KAH0576223.1
OG0009606			KAH0576225.1
OG0009607			KAH0576227.1
OG0009608			KAH0576228.1
OG0009609			KAH0576230.1
OG0009610			KAH0576231.1
OG0009611			KAH0576232.1
OG0009612			KAH0576233.1
OG0009613			KAH0576234.1
OG0009614			KAH0576235.1
OG0009615			KAH0576237.1
OG0009616			KAH0576238.1
OG0009617			KAH0576239.1
OG0009618			KAH0576240.1
OG0009619			KAH0576241.1
OG0009620			KAH0576242.1
OG0009621			KAH0576245.1
OG0009622			KAH0576246.1
OG0009623			KAH0576247.1
OG0009624			KAH0576248.1
OG0009625			KAH0576249.1
OG0009626			KAH0576250.1
OG0009627			KAH0576252.1
OG0009628			KAH0576253.1
OG0009629			KAH0576254.1
OG0009630			KAH0576256.1
OG0009631			KAH0576257.1
OG0009632			KAH0576258.1
OG0009633			KAH0576259.1
OG0009634			KAH0576260.1
OG0009635			KAH0576261.1
OG0009636			KAH0576263.1
OG0009637			KAH0576264.1
OG0009638			KAH0576266.1
OG0009639			KAH0576268.1
OG0009640			KAH0576269.1
OG0009641			KAH0576270.1
OG0009642			KAH0576271.1
OG0009643			KAH0576272.1
OG0009644			KAH0576273.1
OG0009645			KAH0576274.1
OG0009646			KAH0576275.1
OG0009647			KAH0576277.1
OG0009648			KAH0576278.1
OG0009649			KAH0576281.1
OG0009650			KAH0576283.1
OG0009651			KAH0576284.1
OG0009652			KAH0576285.1
OG0009653			KAH0576286.1
OG0009654			KAH0576287.1
OG0009655			KAH0576288.1
OG0009656			KAH0576289.1
OG0009657			KAH0576291.1
OG0009658			KAH0576292.1
OG0009659			KAH0576294.1
OG0009660			KAH0576295.1
OG0009661			KAH0576296.1
OG0009662			KAH0576297.1
OG0009663			KAH0576298.1
OG0009664			KAH0576300.1
OG0009665			KAH0576301.1
OG0009666			KAH0576302.1
OG0009667			KAH0576304.1
OG0009668			KAH0576305.1
OG0009669			KAH0576309.1
OG0009670			KAH0576311.1
OG0009671			KAH0576312.1
OG0009672			KAH0576313.1
OG0009673			KAH0576314.1
OG0009674			KAH0576315.1
OG0009675			KAH0576316.1
OG0009676			KAH0576317.1
OG0009677			KAH0576318.1
OG0009678			KAH0576320.1
OG0009679			KAH0576321.1
OG0009680			KAH0576323.1
OG0009681			KAH0576325.1
OG0009682			KAH0576327.1
OG0009683			KAH0576328.1
OG0009684			KAH0576332.1
OG0009685			KAH0576334.1
OG0009686			KAH0576335.1
OG0009687			KAH0576336.1
OG0009688			KAH0576338.1
OG0009689			KAH0576339.1
OG0009690			KAH0576340.1
OG0009691			KAH0576342.1
OG0009692			KAH0576343.1
OG0009693			KAH0576345.1
OG0009694			KAH0576346.1
OG0009695			KAH0576347.1
OG0009696			KAH0576348.1
OG0009697			KAH0576349.1
OG0009698			KAH0576350.1
OG0009699			KAH0576351.1
OG0009700			KAH0576352.1
OG0009701			KAH0576354.1
OG0009702			KAH0576355.1
OG0009703			KAH0576356.1
OG0009704			KAH0576357.1
OG0009705			KAH0576358.1
OG0009706			KAH0576359.1
OG0009707			KAH0576360.1
OG0009708			KAH0576361.1
OG0009709			KAH0576362.1
OG0009710			KAH0576363.1
OG0009711			KAH0576364.1
OG0009712			KAH0576367.1
OG0009713			KAH0576368.1
OG0009714			KAH0576370.1
OG0009715			KAH0576372.1
OG0009716			KAH0576373.1
OG0009717			KAH0576374.1
OG0009718			KAH0576375.1
OG0009719			KAH0576377.1
OG0009720			KAH0576378.1
OG0009721			KAH0576379.1
OG0009722			KAH0576380.1
OG0009723			KAH0576381.1
OG0009724			KAH0576385.1
OG0009725			KAH0576387.1
OG0009726			KAH0576389.1
OG0009727			KAH0576390.1
OG0009728			KAH0576391.1
OG0009729			KAH0576392.1
OG0009730			KAH0576393.1
OG0009731			KAH0576395.1
OG0009732			KAH0576398.1
OG0009733			KAH0576399.1
OG0009734			KAH0576400.1
OG0009735			KAH0576401.1
OG0009736			KAH0576402.1
OG0009737			KAH0576403.1
OG0009738			KAH0576404.1
OG0009739			KAH0576405.1
OG0009740			KAH0576408.1
OG0009741			KAH0576410.1
OG0009742			KAH0576411.1
OG0009743			KAH0576413.1
OG0009744			KAH0576414.1
OG0009745			KAH0576415.1
OG0009746			KAH0576417.1
OG0009747			KAH0576419.1
OG0009748			KAH0576420.1
OG0009749			KAH0576422.1
OG0009750			KAH0576423.1
OG0009751			KAH0576424.1
OG0009752			KAH0576425.1
OG0009753			KAH0576427.1
OG0009754			KAH0576428.1
OG0009755			KAH0576429.1
OG0009756			KAH0576430.1
OG0009757			KAH0576431.1
OG0009758			KAH0576434.1
OG0009759			KAH0576436.1
OG0009760			KAH0576437.1
OG0009761			KAH0576439.1
OG0009762			KAH0576441.1
OG0009763			KAH0576443.1
OG0009764			KAH0576444.1
OG0009765			KAH0576445.1
OG0009766			KAH0576446.1
OG0009767			KAH0576448.1
OG0009768			KAH0576449.1
OG0009769			KAH0576451.1
OG0009770			KAH0576452.1
OG0009771			KAH0576454.1
OG0009772			KAH0576455.1
OG0009773			KAH0576456.1
OG0009774			KAH0576457.1
OG0009775			KAH0576459.1
OG0009776			KAH0576460.1
OG0009777			KAH0576463.1
OG0009778			KAH0576464.1
OG0009779			KAH0576466.1
OG0009780			KAH0576468.1
OG0009781			KAH0576469.1
OG0009782			KAH0576470.1
OG0009783			KAH0576471.1
OG0009784			KAH0576472.1
OG0009785			KAH0576473.1
OG0009786			KAH0576475.1
OG0009787			KAH0576477.1
OG0009788			KAH0576478.1
OG0009789			KAH0576480.1
OG0009790			KAH0576481.1
OG0009791			KAH0576482.1
OG0009792			KAH0576486.1
OG0009793			KAH0576487.1
OG0009794			KAH0576490.1
OG0009795			KAH0576491.1
OG0009796			KAH0576492.1
OG0009797			KAH0576493.1
OG0009798			KAH0576494.1
OG0009799			KAH0576498.1
OG0009800			KAH0576502.1
OG0009801			KAH0576503.1
OG0009802			KAH0576504.1
OG0009803			KAH0576506.1
OG0009804			KAH0576507.1
OG0009805			KAH0576511.1
OG0009806			KAH0576513.1
OG0009807			KAH0576514.1
OG0009808			KAH0576516.1
OG0009809			KAH0576519.1
OG0009810			KAH0576520.1
OG0009811			KAH0576521.1
OG0009812			KAH0576522.1
OG0009813			KAH0576523.1
OG0009814			KAH0576524.1
OG0009815			KAH0576525.1
OG0009816			KAH0576526.1
OG0009817			KAH0576529.1
OG0009818			KAH0576533.1
OG0009819			KAH0576534.1
OG0009820			KAH0576535.1
OG0009821			KAH0576536.1
OG0009822			KAH0576537.1
OG0009823			KAH0576539.1
OG0009824			KAH0576541.1
OG0009825			KAH0576542.1
OG0009826			KAH0576544.1
OG0009827			KAH0576545.1
OG0009828			KAH0576547.1
OG0009829			KAH0576551.1
OG0009830			KAH0576554.1
OG0009831			KAH0576555.1
OG0009832			KAH0576556.1
OG0009833			KAH0576557.1
OG0009834			KAH0576560.1
OG0009835			KAH0576561.1
OG0009836			KAH0576562.1
OG0009837			KAH0576563.1
OG0009838			KAH0576564.1
OG0009839			KAH0576565.1
OG0009840			KAH0576568.1
OG0009841			KAH0576569.1
OG0009842			KAH0576573.1
OG0009843			KAH0576575.1
OG0009844			KAH0576577.1
OG0009845			KAH0576580.1
OG0009846			KAH0576581.1
OG0009847			KAH0576586.1
OG0009848			KAH0576587.1
OG0009849			KAH0576588.1
OG0009850			KAH0576589.1
OG0009851			KAH0576590.1
OG0009852			KAH0576591.1
OG0009853			KAH0576592.1
OG0009854			KAH0576593.1
OG0009855			KAH0576594.1
OG0009856			KAH0576595.1
OG0009857			KAH0576596.1
OG0009858			KAH0576598.1
OG0009859			KAH0576599.1
OG0009860			KAH0576602.1
OG0009861			KAH0576605.1
OG0009862			KAH0576606.1
OG0009863			KAH0576608.1
OG0009864			KAH0576610.1
OG0009865			KAH0576611.1
OG0009866			KAH0576615.1
OG0009867			KAH0576616.1
OG0009868			KAH0576618.1
OG0009869			KAH0576619.1
OG0009870			KAH0576622.1
OG0009871			KAH0576624.1
OG0009872			KAH0576625.1
OG0009873			KAH0576628.1
OG0009874			KAH0576630.1
OG0009875			KAH0576633.1
OG0009876			KAH0576634.1
OG0009877			KAH0576635.1
OG0009878			KAH0576638.1
OG0009879			KAH0576643.1
OG0009880			KAH0576647.1
OG0009881			KAH0576648.1
OG0009882			KAH0576650.1
OG0009883			KAH0576651.1
OG0009884			KAH0576652.1
OG0009885			KAH0576653.1
OG0009886			KAH0576654.1
OG0009887			KAH0576655.1
OG0009888			KAH0576656.1
OG0009889			KAH0576657.1
OG0009890			KAH0576658.1
OG0009891			KAH0576659.1
OG0009892			KAH0576660.1
OG0009893			KAH0576661.1
OG0009894			KAH0576662.1
OG0009895			KAH0576663.1
OG0009896			KAH0576664.1
OG0009897			KAH0576665.1
OG0009898			KAH0576666.1
OG0009899			KAH0576667.1
OG0009900			KAH0576668.1
OG0009901			KAH0576669.1
OG0009902			KAH0576670.1
OG0009903			KAH0576671.1
OG0009904			KAH0576673.1
OG0009905			KAH0576678.1
OG0009906			KAH0576679.1
OG0009907			KAH0576680.1
OG0009908			KAH0576681.1
OG0009909			KAH0576684.1
OG0009910			KAH0576685.1
OG0009911			KAH0576687.1
OG0009912			KAH0576688.1
OG0009913			KAH0576690.1
OG0009914			KAH0576692.1
OG0009915			KAH0576693.1
OG0009916			KAH0576695.1
OG0009917			KAH0576698.1
OG0009918			KAH0576700.1
OG0009919			KAH0576701.1
OG0009920			KAH0576702.1
OG0009921			KAH0576705.1
OG0009922			KAH0576706.1
OG0009923			KAH0576707.1
OG0009924			KAH0576708.1
OG0009925			KAH0576712.1
OG0009926			KAH0576713.1
OG0009927			KAH0576714.1
OG0009928			KAH0576715.1
OG0009929			KAH0576717.1
OG0009930			KAH0576718.1
OG0009931			KAH0576719.1
OG0009932			KAH0576723.1
OG0009933			KAH0576727.1
OG0009934			KAH0576729.1
OG0009935			KAH0576730.1
OG0009936			KAH0576732.1
OG0009937			KAH0576736.1
OG0009938			KAH0576737.1
OG0009939			KAH0576739.1
OG0009940			KAH0576740.1
OG0009941			KAH0576741.1
OG0009942			KAH0576743.1
OG0009943			KAH0576745.1
OG0009944			KAH0576747.1
OG0009945			KAH0576749.1
OG0009946			KAH0576750.1
OG0009947			KAH0576752.1
OG0009948			KAH0576754.1
OG0009949			KAH0576755.1
OG0009950			KAH0576756.1
OG0009951			KAH0576757.1
OG0009952			KAH0576761.1
OG0009953			KAH0576763.1
OG0009954			KAH0576764.1
OG0009955			KAH0576767.1
OG0009956			KAH0576768.1
OG0009957			KAH0576772.1
OG0009958			KAH0576773.1
OG0009959			KAH0576774.1
OG0009960			KAH0576775.1
OG0009961			KAH0576776.1
OG0009962			KAH0576777.1
OG0009963			KAH0576780.1
OG0009964			KAH0576781.1
OG0009965			KAH0576782.1
OG0009966			KAH0576783.1
OG0009967			KAH0576784.1
OG0009968			KAH0576787.1
OG0009969			KAH0576788.1
OG0009970			KAH0576789.1
OG0009971			KAH0576790.1
OG0009972			KAH0576791.1
OG0009973			KAH0576792.1
OG0009974			KAH0576793.1
OG0009975			KAH0576794.1
OG0009976			KAH0576795.1
OG0009977			KAH0576796.1
